bs,npv,pc_missing,pv,water,wet,date,feature_id,norm_pv,norm_npv,norm_bs
0.2985855263157895,0.25845394736842103,0.3434125269978402,0.43144736842105263,0.0,0.0,1986-08-26T23:36:37Z,r1tvf1v1r,0.43647254575707156,0.26146422628951743,0.302063227953411
0.0758963282937365,0.4634125269978402,0.0,0.44922246220302375,0.0,0.0,1987-07-12T23:40:32Z,r1tvf1v1r,0.4544342240381044,0.4687889182634534,0.07677685769844218
0.12475161987041038,0.4746436285097192,0.0,0.3882937365010799,0.0,0.0,1987-09-30T23:42:37Z,r1tvf1v1r,0.393133610321452,0.48055980756614913,0.12630658211239887
0.2159827213822894,0.5379049676025918,0.0,0.23436285097192222,0.0,0.0,1987-11-17T23:43:32Z,r1tvf1v1r,0.237149226330973,0.5443002010665269,0.21855057260250024
,,1.0,,,,1987-12-03T23:43:47Z,r1tvf1v1r,,,
0.2002159827213823,0.5772786177105831,0.0,0.2097624190064795,0.0,0.0,1987-12-19T23:44:01Z,r1tvf1v1r,0.21246991905491142,0.5847298184204769,0.2028002625246117
0.15624190064794818,0.5299784017278618,0.0,0.3013822894168467,0.0,0.0,1988-01-04T23:44:17Z,r1tvf1v1r,0.30516555132747236,0.5366312382451996,0.15820321042732802
0.25665226781857453,0.44274298056155503,0.0,0.2873218142548596,0.0,0.0,1988-01-20T23:44:35Z,r1tvf1v1r,0.2911896683813068,0.448703075407683,0.2601072562110102
0.11081967213114755,0.49934426229508194,0.0777537796976242,0.37451990632318505,0.0,0.00234192037470726,1988-02-05T23:44:53Z,r1tvf1v1r,0.3794545975685602,0.505923644907256,0.11227983714947641
0.18974082073434123,0.4906479481641469,0.0,0.30691144708423324,0.0,0.0,1988-02-21T23:45:07Z,r1tvf1v1r,0.3108592929646482,0.49695922296114814,0.1921814840742037
0.23872570194384451,0.4622462203023758,0.0,0.2854211663066954,0.0,0.0,1988-03-08T23:45:17Z,r1tvf1v1r,0.2893584409897087,0.4686227282680096,0.24201883074228162
0.15306695464362852,0.5119006479481641,0.0,0.322548596112311,0.0,0.0,1988-04-09T23:45:30Z,r1tvf1v1r,0.32662613184025197,0.5183718997419186,0.1550019684178295
0.1983222958057395,0.3923399558498897,0.021598272138228958,0.39556291390728476,0.0,0.0,1988-06-12T23:45:58Z,r1tvf1v1r,0.40108783239323126,0.3978198585370222,0.20109230906974662
0.05602591792656589,0.3750323974082073,0.0,0.5554211663066955,0.0,0.0,1988-07-14T23:46:06Z,r1tvf1v1r,0.5630336734247056,0.38017252703945353,0.05679379953584098
0.09166306695464364,0.3187904967602592,0.0,0.5119654427645789,0.0021598272138228943,0.06263498920086392,1988-07-30T23:46:09Z,r1tvf1v1r,0.5190620884074708,0.3232094340573013,0.09293366112054109
0.07226781857451406,0.38542116630669543,0.0,0.5059827213822894,0.0,0.023758099352051837,1988-08-15T23:46:08Z,r1tvf1v1r,0.5125827918436389,0.39044862425618887,0.0732104845481204
0.12885529157667389,0.38174946004319654,0.0,0.45710583153347734,0.0,0.019438444924406047,1988-08-31T23:46:12Z,r1tvf1v1r,0.46317609087422995,0.3868190042620494,0.13056645993931468
0.13069114470842333,0.3878833693304536,0.0,0.45591792656587476,0.0,0.012958963282937365,1988-10-02T23:46:03Z,r1tvf1v1r,0.4617888083525893,0.39287816614733767,0.1323740622171357
,,1.0,,,,1988-11-19T23:46:00Z,r1tvf1v1r,,,
0.11667386609071277,0.5293520518358531,0.0,0.3418358531317494,0.0,0.0,1988-12-05T23:45:54Z,r1tvf1v1r,0.34603611876339146,0.5358563994927631,0.11810748174384542
,,1.0,,,,1988-12-21T23:45:43Z,r1tvf1v1r,,,
0.14524838012958963,0.49935205183585313,0.0,0.3432397408207344,0.0,0.0,1989-01-22T23:45:22Z,r1tvf1v1r,0.3474648534009664,0.5054988302687102,0.14703631633032335
,,1.0,,,,1989-02-07T23:45:25Z,r1tvf1v1r,,,
0.18747300215982723,0.4652267818574514,0.0,0.3344060475161988,0.0,0.0,1989-02-23T23:45:16Z,r1tvf1v1r,0.3387742598954117,0.4713038531387436,0.1899218869658447
0.14650107991360692,0.4620086393088553,0.0,0.37904967602591794,0.0,0.0,1989-03-27T23:44:22Z,r1tvf1v1r,0.3838246872539585,0.4678287113988277,0.14834660134721372
0.292396694214876,0.2786363636363637,0.47732181425485964,0.4170661157024793,0.0,0.0,1989-04-28T23:44:13Z,r1tvf1v1r,0.4220893275342924,0.2819923051187689,0.29591836734693877
0.043347732181425486,0.3801295896328294,0.0,0.5634557235421166,0.0,0.0,1989-05-30T23:43:43Z,r1tvf1v1r,0.5709158551263814,0.3851624904256483,0.043921654447970235
0.06647948164146869,0.371598272138229,0.0,0.5483369330453564,0.0,0.0,1989-07-01T23:43:04Z,r1tvf1v1r,0.5558888572617197,0.37671607803639073,0.0673950647018896
